cve_ent,pobreza,pobreza_mil,pobreza_m,pobreza_m_mil,pobreza_e,pobreza_e_mil,vul_car,vul_car_mil,vul_ing,vul_ing_mil,no_pobv,no_pbv_mil,carencias,carencias_mil,carencias3,carencias3_mil,ic_rezedu,ic_rezedu_mil,ic_asalud,ic_asalud_mil,ic_segsoc,ic_segsoc_mil,ic_cv,ic_cv_mil,ic_sbv,ic_sbv_mil,ic_ali_nc,ic_ali_nc_mil,plp_e,plp_e_mil,plp,plp_mil,anio
11,42.74238885,2649.643,38.20703622,2368.492,4.535352638,281.151,28.15699507,1745.48,8.385573452,519.83,20.71504262,1284.146,70.89938393,4395.123,18.447084,1143.553,23.18272381,1437.12,24.84880464,1540.402,51.87016694,3215.483,5.943718595,368.457,10.46129446,648.506,24.64816258,1527.964,11.84956072,734.566,51.12796231,3169.473,2020
12,66.40571083,2363.188,40.90128676,1455.559,25.50442407,907.629,21.66646247,771.047,4.00920333,142.676,7.918623367,281.801,88.0721733,3134.235,51.88382763,1846.396,26.5559562,945.05,33.47815165,1191.391,73.51426584,2616.161,25.94351552,923.255,56.28595402,2003.055,36.05203231,1282.988,34.84932189,1240.187,70.41491416,2505.864,2020
13,50.75079345,1570.598,42.60810165,1318.604,8.142691792,251.994,26.83769096,830.553,6.459085554,199.891,15.95243004,493.684,77.58848441,2401.151,25.6343211,793.312,18.85200822,583.418,26.92629331,833.295,66.62774023,2061.946,7.883993607,243.988,20.52110591,635.072,28.50665939,882.203,16.87952342,522.375,57.209879,1770.489,2020
14,31.41550486,2633.427,28.41128336,2381.596,3.004221497,251.831,28.35144492,2376.58,9.753499255,817.594,30.47955096,2554.97,59.76694978,5010.007,15.6508904,1311.947,18.49318067,1550.204,32.08834139,2689.828,44.40184282,3722.016,6.297483195,527.891,5.383109788,451.243,14.82159829,1242.431,7.406331542,620.841,41.16900412,3451.021,2020
15,48.86456441,8342.5,40.65314453,6940.589,8.211419882,1401.911,18.09933508,3090.045,11.80104563,2014.757,21.23505487,3625.397,66.9638995,11432.545,20.35285106,3474.781,14.11152976,2409.219,34.23597523,5845.005,52.74688554,9005.317,7.189689223,1227.474,9.879006243,1686.613,24.19741015,4131.151,19.46237675,3322.753,60.66561005,10357.257,2020
16,44.50928872,2133.721,36.92150697,1769.972,7.58778175,363.749,33.85943489,1623.18,5.335826235,255.793,16.29545016,781.184,78.36872361,3756.901,30.42787071,1458.675,29.41929269,1410.325,38.65509302,1853.078,64.27860701,3081.438,11.60767963,556.458,16.91586644,810.926,23.33376027,1118.592,14.4921502,694.736,49.84511496,2389.514,2020
17,50.94578996,1006.726,42.50409777,839.912,8.441692184,166.814,23.71233249,468.573,9.10163744,179.855,16.24024011,320.919,74.65812245,1475.299,23.90716335,472.423,17.74261376,350.607,31.77240922,627.846,60.1464116,1188.537,9.056497407,178.963,17.9297526,354.305,24.36291574,481.429,20.07694048,396.735,60.0474274,1186.581,2020
18,30.40544141,376.572,26.61069582,329.574,3.794745588,46.998,35.37515482,438.122,7.059253841,87.429,27.16014992,336.379,65.78059624,814.694,16.71503155,207.016,18.26012392,226.152,24.72834117,306.261,47.97093586,594.121,7.162120045,88.703,11.7921489,146.046,20.43379825,253.073,9.725620144,120.452,37.46469525,464.001,2020
19,24.3304028,1424.966,22.2155708,1301.106,2.114831997,123.86,24.47193229,1433.255,11.31663915,662.785,39.88102576,2335.724,48.80233509,2858.221,9.262455329,542.477,14.36926408,841.569,21.5247587,1260.647,31.85028164,1865.385,3.911243988,229.071,2.340725968,137.09,14.71602754,861.878,7.342612687,430.037,35.64704195,2087.751,2020
20,61.66424792,2569.823,41.01696388,1709.359,20.64728404,860.464,25.25178503,1052.354,2.433553996,101.417,10.65041306,443.85,86.91603294,3622.177,50.75453923,2115.167,29.59624652,1233.407,36.92587111,1538.865,72.99673373,3042.098,22.70120486,946.06,53.68904777,2237.461,33.26242656,1386.193,28.71937811,1196.864,64.09780191,2671.24,2020
21,62.43209953,4136.558,49.68894565,3292.236,12.74315388,844.322,17.85517918,1183.029,7.508847002,497.513,12.20387428,808.591,80.28727872,5319.587,32.60177693,2160.093,23.15545654,1534.209,32.00694086,2120.681,68.86584358,4562.838,10.35265605,685.935,26.18667245,1735.048,30.81204662,2041.511,26.21875967,1737.174,69.94094654,4634.071,2020
22,31.32529618,750.41,28.41451197,680.681,2.910784207,69.729,30.51387161,730.972,8.587500104,205.717,29.57333211,708.441,61.83916779,1481.382,14.51505715,347.714,16.97709076,406.693,20.88117919,500.217,44.92853386,1076.281,6.717149369,160.912,9.968357865,238.796,18.21380566,436.319,8.378862386,200.719,39.91279628,956.127,2020
23,47.48029398,892.875,36.87475306,693.436,10.60554092,199.439,21.4948336,404.214,9.49345313,178.526,21.53141929,404.902,68.97512758,1297.089,25.38259425,477.324,17.54501555,329.937,24.81971713,466.739,48.31405406,908.554,14.19200145,266.883,21.36731548,401.816,29.40893382,553.04,23.11763201,434.731,56.97374711,1071.401,2020
24,42.8461511,1213.957,34.00114284,963.352,8.845008264,250.605,25.08911009,710.848,8.68004121,245.931,23.38469759,662.557,67.9352612,1924.805,21.61502534,612.417,19.23037963,544.853,19.76410488,559.975,51.62349958,1462.645,9.327132774,264.265,25.01336784,708.702,18.68426598,529.38,17.80440639,504.451,51.52619231,1459.888,2020
25,28.07139532,853.851,25.64065894,779.915,2.430736375,73.936,32.04530869,974.726,8.15208672,247.963,31.73120927,965.172,60.11670401,1828.577,14.79689727,450.079,16.84607221,512.409,19.57315485,595.359,39.1655423,1191.303,6.972750872,212.091,11.6688891,354.934,22.06204927,671.064,6.555518734,199.4,36.22348204,1101.814,2020
26,29.92402252,885.029,26.37619789,780.099,3.547824629,104.93,26.07808325,771.282,10.18607399,301.262,33.81182024,1000.014,56.00210577,1656.311,14.50330962,428.948,15.58831575,461.038,20.0703817,593.599,34.01756229,1006.099,8.571413115,253.507,10.11716646,299.224,22.34794784,660.96,10.08900161,298.391,40.11009651,1186.291,2020
27,54.4777874,1316.094,40.78463935,985.29,13.69314804,330.804,25.86177207,624.778,5.171957037,124.946,14.48848349,350.018,80.33955947,1940.872,37.19383269,898.542,16.61230315,401.326,26.99425789,652.137,58.47921796,1412.762,9.53069662,230.246,42.9604907,1037.855,43.34540921,1047.154,22.44974411,542.349,59.64974444,1441.04,2020
28,34.9424598,1233.943,31.10557783,1098.449,3.836881969,135.494,20.9785077,740.826,13.36596668,472,30.71306583,1084.588,55.92096749,1974.769,11.19127859,395.204,15.62059571,551.619,19.55273851,690.477,39.82653127,1406.417,5.594336681,197.556,8.078764056,285.29,14.10953353,498.258,12.65751381,446.982,48.30842648,1705.943,2020
29,59.28752163,800.41,49.4439457,667.517,9.843575932,132.893,18.24098106,246.262,9.424553794,127.236,13.04694352,176.14,77.52850269,1046.672,21.5176053,290.498,16.05750314,216.784,27.56213112,372.102,64.85265709,875.542,8.167191092,110.261,7.698392946,103.932,32.94919884,444.83,27.70953329,374.092,68.71207542,927.646,2020
30,58.6031542,4749.645,44.66379017,3619.893,13.93936403,1129.752,21.74825658,1762.644,5.934537235,480.98,13.71405199,1111.491,80.35141078,6512.289,36.80748104,2983.158,27.8201452,2254.756,30.95593207,2508.904,65.16259581,5281.272,14.95464394,1212.038,37.75151886,3059.67,24.39024721,1976.771,24.406682,1978.103,64.53769143,5230.625,2020
31,49.48562619,1156.872,38.20640313,893.187,11.27922306,263.685,22.10665268,516.808,9.068805891,212.01,19.33891523,452.104,71.59227887,1673.68,28.14816019,658.046,21.8499577,510.807,24.74401081,578.464,49.39892052,1154.845,11.98031135,280.075,34.61438433,809.213,24.61179214,575.373,21.34952866,499.108,58.55443208,1368.882,2020
32,45.77076045,745.743,41.8406064,681.709,3.930154054,64.034,25.50131959,415.493,8.520284785,138.821,20.20763518,329.243,71.27208003,1161.236,14.76713926,240.601,21.86300865,356.214,23.80470141,387.85,59.96691831,977.041,3.3897993,55.23,7.3313693,119.45,17.00509421,277.064,17.0104953,277.152,54.29104523,884.564,2020
1,23.72231979,351.997,21.96368567,325.902,1.758634122,26.095,29.8943539,443.579,9.254411917,137.319,37.12891438,550.927,53.6166737,795.576,11.29812066,167.644,16.49975536,244.827,26.19397744,388.672,34.70692576,514.989,4.731093083,70.201,2.465794415,36.588,15.62943534,231.913,6.072628658,90.107,32.97673171,489.316,2022
2,13.3708195,511.037,12.0649173,461.125,1.305902201,49.912,38.05025704,1454.293,5.407228406,206.666,43.17169506,1650.036,51.42107654,1965.33,10.74951753,410.85,15.54699176,594.211,28.41009704,1085.843,34.66860037,1325.045,6.111696605,233.591,4.052085383,154.872,10.02759789,383.258,2.808872349,107.356,18.77804791,717.703,2022
3,13.32903092,112.149,12.56731429,105.74,0.761716638,6.409,37.71002473,317.288,4.56423842,38.403,44.39670592,373.549,51.03905566,429.437,10.83696126,91.181,14.18392682,119.342,17.33668969,145.869,29.86240609,251.259,8.614683577,72.483,9.927869273,83.532,14.54333251,122.366,2.849336038,23.974,17.89326934,150.552,2022
4,45.12944385,428.968,35.48648751,337.309,9.642956336,91.659,27.7007095,263.303,5.895039389,56.034,21.27480727,202.223,72.83015335,692.271,32.300574,307.026,20.31197398,193.071,34.56962867,328.594,54.65962076,519.555,14.91255386,141.748,34.8710401,331.459,21.95179942,208.658,15.90978909,151.227,51.02448323,485.002,2022
5,18.24332169,597.128,16.44712159,538.336,1.796200092,58.792,24.12032268,789.49,10.58020269,346.304,47.05615294,1540.21,42.36364436,1386.618,8.761547044,286.777,13.45304742,440.336,19.67733046,644.065,24.36583676,797.526,3.38449534,110.779,3.381012437,110.665,13.16253057,430.827,5.901350755,193.159,28.82352438,943.432,2022
6,20.54716695,158.409,19.33554964,149.068,1.21161731,9.341,31.85965941,245.623,6.787313883,52.327,40.80585976,314.594,52.40682636,404.032,10.76926868,83.026,15.63726972,120.556,21.93583785,169.115,35.92955731,277,4.662670746,35.947,4.783041249,36.875,14.03989608,108.241,4.416481939,34.049,27.33448083,210.736,2022
7,67.37082989,3838.705,39.15837732,2231.195,28.21245257,1607.51,21.88872551,1247.192,2.668732232,152.061,8.071712361,459.916,89.25955541,5085.897,56.47738086,3218.01,31.10686547,1772.43,66.06620294,3764.369,77.87732758,4437.352,22.14206562,1261.627,50.83104681,2896.289,20.90304208,1191.029,36.641772,2087.802,70.03956212,3990.766,2022
8,17.57219923,669.065,15.47605791,589.254,2.09614132,79.811,30.12212674,1146.906,7.964528092,303.251,44.34114594,1688.298,47.69432597,1815.971,10.03732088,382.173,16.08863512,612.578,21.49144325,818.291,32.39470837,1233.435,5.292710216,201.521,4.738228558,180.409,9.734604152,370.647,5.324830861,202.744,25.53672732,972.316,2022
9,23.96760538,2230.068,22.25497337,2070.716,1.712632015,159.352,26.7408737,2488.107,8.199443947,762.918,41.09207697,3823.416,50.70847908,4718.175,9.483133393,882.359,9.69953385,902.494,28.74592308,2674.667,39.28671572,3655.436,4.033162846,375.266,3.389636143,315.389,11.39455075,1060.207,5.877440712,546.867,32.16704933,2992.986,2022
10,34.31106687,641.104,28.00907678,523.351,6.301990094,117.753,28.15539696,526.085,9.171610459,171.372,28.36192571,529.944,62.46646383,1167.189,18.69869227,349.386,17.86797466,333.864,30.15838866,563.511,46.1610753,862.522,8.275225381,154.623,9.699198022,181.23,20.31083674,379.509,13.27232199,247.994,43.48267733,812.476,2022
11,33.03430476,2073.708,29.79411346,1870.307,3.240191301,203.401,34.07226005,2138.865,8.351894515,524.285,24.54154067,1540.58,67.10656481,4212.573,19.67023808,1234.787,22.84441519,1434.044,33.15309526,2081.165,50.15159051,3148.235,6.171418977,387.407,9.356826782,587.369,18.25524999,1145.962,8.380759794,526.097,41.38619927,2597.993,2022
12,60.35474465,2173.314,38.12474659,1372.834,22.22999806,800.48,26.20936433,943.773,3.367741398,121.269,10.06814963,362.544,86.56410897,3117.087,55.25077064,1989.525,28.81518509,1037.606,52.73945403,1899.095,71.62553806,2579.164,26.93332222,969.842,53.91688189,1941.493,31.48421228,1133.715,27.22236108,980.25,63.72248605,2294.583,2022
13,40.99902128,1294.417,34.22027182,1080.399,6.778749458,214.018,36.97195924,1167.275,5.075462674,160.242,16.9535568,535.256,77.97098052,2461.692,30.52572066,963.755,19.99604078,631.313,50.40859118,1591.495,65.43172885,2065.804,6.427329366,202.923,24.46235418,772.323,19.0691406,602.049,12.00216015,378.931,46.07448396,1454.659,2022
14,21.8361531,1856.344,19.7124161,1675.8,2.123736993,180.544,37.79975182,3213.448,7.319237274,622.226,33.0448578,2809.223,59.63590492,5069.792,16.24743964,1381.234,20.44218015,1737.839,37.13067304,3156.568,41.97490696,3568.388,5.257985275,446.994,4.152334936,353,13.83867367,1176.459,4.731485674,402.235,29.15539037,2478.57,2022
15,42.87551499,7427.247,36.91550283,6394.805,5.960012162,1032.442,23.44991002,4062.185,10.07322308,1744.966,23.6013519,4088.419,66.32542502,11489.432,22.69599685,3931.586,16.34260178,2830.999,44.15436589,7648.78,52.09787184,9024.819,6.618040241,1146.431,9.461221001,1638.95,20.28658503,3514.208,12.11786166,2099.155,52.94873807,9172.213,2022
16,41.73627764,2062.952,34.21015949,1690.949,7.526118151,372.003,36.33912334,1796.18,4.638297072,229.263,17.28630195,854.432,78.07540098,3859.132,35.57581522,1758.451,28.93641635,1430.277,51.21393081,2531.416,62.8141345,3104.794,10.31468429,509.837,21.78571089,1076.83,23.03602776,1138.631,12.9261453,638.917,46.37457471,2292.215,2022
17,41.05588569,825.126,35.21042033,707.646,5.845465361,117.48,30.84259189,619.863,6.721290023,135.082,21.3802324,429.692,71.89847758,1444.989,27.36964508,550.065,17.89798101,359.707,46.44751645,933.485,57.97907514,1165.242,9.993068834,200.837,17.43106028,350.323,18.52984655,372.406,11.62291275,233.593,47.77717572,960.208,2022
18,29.31316208,369.911,22.88395217,288.779,6.429209907,81.132,37.42725417,472.305,5.993606608,75.635,27.26597714,344.077,66.74041625,842.216,22.11457389,279.07,20.33317273,256.59,34.08855339,430.173,51.51965881,650.141,10.84665686,136.877,14.38687469,181.552,16.97307612,214.188,10.13314547,127.873,35.30676869,445.546,2022
19,16.04044604,971.706,14.96866297,906.779,1.07178307,64.927,28.43831201,1722.75,9.637793877,583.843,45.88344807,2779.55,44.47875805,2694.456,8.81958266,534.277,13.51545738,818.746,22.83389698,1383.243,27.18413747,1646.774,3.164605126,191.707,3.807506592,230.653,11.69943325,708.734,3.811848067,230.916,25.67823992,1555.549,2022
20,58.44034618,2483.644,38.20791133,1623.79,20.23243485,859.854,29.17803072,1240.031,2.983496707,126.795,9.398126394,399.409,87.6183769,3723.675,57.93786129,2462.289,29.13024112,1238,65.70874135,2792.542,74.32533962,3158.737,21.1036126,896.878,55.17044132,2344.677,28.61116752,1215.94,24.8609431,1056.56,61.42384289,2610.439,2022
21,54.01726513,3626.905,42.61563006,2861.36,11.40163507,765.545,25.08985241,1684.619,6.734850046,452.201,14.15803242,950.619,79.10711754,5311.524,34.95169446,2346.777,21.89828224,1470.326,48.2831532,3241.897,67.25498425,4515.731,11.36721622,763.234,27.07808834,1818.116,22.16794373,1488.432,19.12684247,1284.242,60.75211517,4079.106,2022
22,21.69072203,536.797,19.97278947,494.282,1.717932565,42.515,36.36129639,899.861,7.53393134,186.448,34.41405024,851.671,58.05201842,1436.658,14.79535328,366.152,17.60995031,435.807,30.43146918,753.111,43.21609583,1069.502,4.983964212,123.342,7.811895779,193.327,13.02517358,322.344,4.60498057,113.963,29.22465337,723.245,2022
23,26.9660149,516.935,22.81455221,437.352,4.151462686,79.583,35.67509847,683.887,5.990129302,114.83,31.36875733,601.335,62.64111337,1200.822,22.90902338,439.163,16.52285592,316.741,32.37069422,620.542,42.40941644,812.983,14.02096102,268.78,22.48377271,431.011,14.99118147,287.379,7.066505928,135.464,32.9561442,631.765,2022
24,35.52275927,1020.36,28.11006917,807.437,7.412690102,212.923,28.45392653,817.314,6.727551619,193.243,29.29576259,841.495,63.9766858,1837.674,24.95696996,716.867,20.5576707,590.501,34.55044054,992.431,48.20213813,1384.564,9.080382619,260.826,23.92585047,687.249,13.89149607,399.021,13.41155099,385.235,42.25031089,1213.603,2022
25,21.63881146,668.192,19.8308383,612.363,1.807973165,55.829,35.52632133,1097.029,6.669574761,205.952,36.16529245,1116.76,57.16513279,1765.221,15.14278321,467.599,17.00283005,525.036,26.57512323,820.622,39.12319341,1208.098,7.144066921,220.604,9.680747607,298.935,17.29137258,533.946,4.476619149,138.235,28.30838622,874.144,2022
26,21.69311005,650.382,19.98593111,599.199,1.707178937,51.183,32.69042702,980.093,6.153188815,184.479,39.46327412,1183.15,54.38353706,1630.475,13.81439737,414.17,14.56533863,436.684,24.42890574,732.404,33.17333221,994.571,8.148783364,244.309,9.191642451,275.575,19.5618631,586.485,5.587431257,167.517,27.84629886,834.861,2022
27,46.47409414,1135.021,35.31748794,862.547,11.1566062,272.474,33.63482929,821.452,3.578643768,87.4,16.3124328,398.393,80.10892343,1956.473,42.79931015,1045.273,17.93375496,437.99,44.80003407,1094.136,58.28562491,1423.49,12.33821377,301.332,43.94132334,1073.164,38.89686873,949.965,15.88090732,387.854,50.05273791,1222.421,2022
28,26.82274838,962.57,23.96294076,859.942,2.85980762,102.628,27.75265679,995.941,10.6998403,383.978,34.72475452,1246.144,54.57540518,1958.511,13.64954288,489.832,16.09557177,577.611,27.94771714,1002.941,39.4471098,1415.612,6.114584579,219.43,6.811423737,244.437,12.44111616,446.466,8.034312787,288.322,37.52258868,1346.548,2022
29,52.5199808,719.821,45.76634763,627.258,6.753633171,92.563,20.95586787,287.214,10.42883013,142.934,16.0953212,220.597,73.47584866,1007.035,23.57646403,323.131,16.14238205,221.242,45.23087542,619.919,61.89391828,848.297,8.164656062,111.902,8.060830343,110.479,22.73593537,311.611,16.93154507,232.058,62.94881093,862.755,2022
30,51.73242553,4244.66,38.59125161,3166.423,13.14117392,1078.237,26.7387753,2193.924,5.950802362,488.265,15.57799681,1278.179,78.47120083,6438.584,39.13373605,3210.934,25.49971798,2092.259,49.21906421,4038.438,60.91629425,4998.199,12.55790961,1030.38,37.35416869,3064.92,21.5669587,1769.575,18.75977754,1539.245,57.68322789,4732.925,2022
31,38.77262521,920.188,33.16859739,787.188,5.604027821,133,30.23482562,717.561,6.941915726,164.752,24.05063344,570.792,69.00745083,1637.749,28.1112783,667.163,21.22009377,503.615,35.12726831,833.673,45.83711324,1087.849,12.57063498,298.338,34.76085759,824.977,15.44857715,366.64,10.19183051,241.882,45.71454094,1084.94,2022
32,44.21588818,725.68,39.09055459,641.562,5.125333593,84.118,26.42717003,433.728,8.823314364,144.81,20.53362742,337.002,70.64305821,1159.408,18.61669977,305.541,20.72488758,340.141,36.72097586,602.672,57.00497191,935.577,4.616017353,75.759,7.351116852,120.648,16.64140091,273.122,16.33461693,268.087,53.03920254,870.49,2022
1,17.1,255.4,16.5,246.8,0.6,8.7,30.4,454.5,7.8,116.1,44.8,670.4,,,,,15.03151933,225,25.20410386,377.2,32.79861173,490.8,2.948664321,44.1,1.951632497,29.2,8.708810043,130.3,3.491783057,52.3,24.82830418,371.6,2024
2,9.9,373.4,9.5,360,0.4,13.4,38,1 437.6,4.9,184.9,47.2,1 786.7,,,,,14.46979799,547.3,23.26296543,879.9,31.97613491,1 209.5,5.258240637,198.9,2.940863893,111.2,8.106892727,306.7,1.13276702,42.8,14.7596254,558.3,2024
3,10.2,89.3,8.9,78.6,1.2,10.7,36.9,324.2,4,35,48.9,429.3,,,,,13.37369434,117.4,19.62251256,172.3,28.53287922,250.5,10.87081819,95.4,9.465776674,83.1,9.60303448,84.3,2.697087401,23.7,14.16056316,124.3,2024
4,36.7,347.5,30.9,292.2,5.8,55.3,31.3,296.2,7.4,69.6,24.6,232.2,,,,,20.50203762,193.8,28.49755729,269.4,51.19755634,484.1,14.38833931,136,28.83537976,272.6,16.90434463,159.8,11.47316617,108.5,44.11470734,417.1,2024
5,12.4,421.8,11.6,396.2,0.8,25.6,26.1,890,9.9,338.1,51.6,1 757.1,,,,,13.25617989,451.6,20.29755411,691.5,23.35595456,795.7,2.468463978,84.1,1.935997807,66,8.977107858,305.8,3.141201129,107,22.30543382,759.9,2024
6,15,108.8,14,101.9,1,6.9,36.2,262.6,4.5,32.4,44.4,322.5,,,,,15.04518361,109.3,24.02820481,174.5,37.25902192,270.6,6.022782506,43.7,5.316009853,38.6,10.12558881,73.5,3.161406606,23,19.44058525,141.2,2024
7,66,3 866.0,38.8,2 276.3,27.1,1 589.7,20,1 172.7,4.1,238.8,9.9,582.9,,,,,33.95483046,1 989.9,63.34235154,3 712.1,76.41469431,4 478.2,19.04560552,1 116.1,48.58688836,2 847.4,20.63414139,1 209.2,35.28464524,2 067.8,70.04381126,4 104.8,2024
8,15.1,587.3,12.9,500.4,2.2,86.9,31,1 205.0,5.7,223.3,48.1,1 870.5,,,,,16.60003968,645.1,20.88916212,811.8,30.92173235,1 201.6,5.156941614,200.4,3.498605144,136,9.903416388,384.9,4.76773022,185.3,20.8581796,810.6,2024
9,19.7,1 843.5,17.9,1 674.0,1.8,169.5,27.4,2 559.8,6,557,46.9,4 385.3,47.1,4403.3,7.9,740.5,8.506474302,795,21.79335565,2 036.7,37.95746303,3 547.3,4.050285248,378.5,2.434160207,227.5,9.865300799,922,4.548596532,425.1,25.68575851,2 400.5,2024
10,27.9,529,23.5,446.7,4.3,82.3,30.2,573.3,7.5,142,34.4,652.8,,,,,17.66024289,335,30.44799486,577.6,42.23354348,801.2,7.036929662,133.5,6.948637935,131.8,14.51679388,275.4,10.01027874,189.9,35.36787341,671,2024
11,26,1 642.9,24.3,1 533.8,1.7,109.1,37.4,2 361.5,6.1,383.9,30.6,1 932.8,,,,,21.06113865,1 331.3,33.71495188,2 131.1,46.01494781,2 908.6,4.837243253,305.8,6.029195424,381.1,16.89612453,1 068.0,5.028777615,317.9,32.0638045,2 026.8,2024
12,58.1,2 092.6,36.7,1 323.6,21.3,769,28.2,1 017.1,2.7,97.4,11,397,,,,,28.30251447,1 020.1,38.85834717,1 400.5,72.56345275,2 615.3,26.10783929,941,47.35948114,1 706.9,27.91995845,1 006.3,28.90808945,1 041.9,60.76436846,2 190.1,2024
13,35.3,1 140.5,29.7,957.9,5.7,182.6,37,1 196.0,5.8,188.1,21.8,705.5,,,,,18.01275407,581.8,43.52612423,1 405.9,61.93865812,2 000.6,6.236757081,201.4,18.19981127,587.9,16.39809314,529.7,10.19443175,329.3,41.13116047,1 328.5,2024
14,18.6,1 626.4,17.3,1 512.3,1.3,114.2,35.8,3 123.0,5.4,474.5,40.2,3 505.4,,,,,19.09602121,1 667.0,32.04144138,2 797.0,40.32171039,3 519.8,3.160364206,275.9,2.618903006,228.6,7.967691036,695.5,3.804857227,332.1,24.0669228,2 100.9,2024
15,31.2,5 530.4,27.5,4 873.3,3.7,657.1,31.2,5 527.7,7.1,1 253.9,30.6,5 415.9,,,,,14.39163541,2 551.3,40.23512455,7 132.8,48.77147472,8 646.1,5.602192388,993.2,8.449926982,1 498.0,14.60532706,2 589.2,7.454810871,1 321.6,38.26886586,6 784.3,2024
16,34.3,1 694.1,28.9,1 425.0,5.4,269,40.6,2 005.8,4.1,204.3,21,1 034.9,,,,,25.73124706,1 270.9,46.0542148,2 274.7,61.22336095,3 023.9,11.12643095,549.5,16.12631858,796.5,20.42102143,1 008.6,9.429310541,465.7,38.43568838,1 898.4,2024
17,35.4,697.2,30.5,600.8,4.9,96.4,33.4,657.8,5.9,117.2,25.3,499.8,,,,,17.37139745,342.6,43.99499799,867.6,54.688576,1 078.5,8.012805235,158,12.71634062,250.8,16.85441119,332.4,8.790997593,173.4,41.29840376,814.4,2024
18,23.5,292.1,19.8,245.9,3.7,46.2,37.6,467,4.6,57.7,34.3,425.9,,,,,18.41572495,228.9,25.69747756,319.4,48.96343956,608.5,7.716509329,95.9,9.782549221,121.6,12.92819876,160.7,7.101670148,88.3,28.14653466,349.8,2024
19,10.6,648.5,10.1,618.9,0.5,29.6,28.6,1 753.2,7.4,450.7,53.5,3 277.0,,,,,13.27469305,813.7,15.82202802,969.8,24.69166781,1 513.4,2.584157823,158.4,1.910105595,117.1,9.271183374,568.3,2.494751888,152.9,17.93301962,1 099.2,2024
20,51.6,2 203.5,35.3,1 508.9,16.3,694.6,32.2,1 374.2,2.5,108.6,13.7,582.9,,,,,30.51439164,1 302.7,43.85032813,1 872.0,73.85401268,3 153.0,18.88894797,806.4,46.69541849,1 993.5,23.51796446,1 004.0,22.32991402,953.3,54.15769636,2 312.1,2024
21,43.4,2 865.0,36.1,2 383.8,7.3,481.2,32.2,2 123.0,5.8,381.4,18.6,1 225.5,,,,,22.65010725,1 493.8,47.30506126,3 119.7,67.65670172,4 461.9,10.74541033,708.7,18.76971025,1 237.8,16.95147688,1 117.9,13.47663458,888.8,49.22593427,3 246.4,2024
22,16.3,414,15.2,385.7,1.1,28.3,34.7,880.4,4.8,121.2,44.2,1 120.3,,,,,14.53681763,368.6,24.13644883,612.1,37.4399853,949.4,5.131086896,130.1,6.710762561,170.2,9.915266636,251.4,3.822288262,96.9,21.10419558,535.2,2024
23,17.7,339.8,15.1,289.8,2.6,50,38.5,736.3,4.4,83.5,39.4,755.2,,,,,16.02044594,306.8,30.34816907,581.1,39.45891776,755.6,10.44742214,200.1,12.04118433,230.6,13.08186368,250.5,4.407795068,84.4,22.10942277,423.4,2024
24,30.4,874.8,25.3,729.1,5.1,145.7,33.9,976.7,4.9,140.9,30.8,884.9,,,,,18.76327198,539.9,33.43159668,961.9,51.23852136,1 474.3,7.124799552,205,18.7826999,540.4,11.67941356,336.1,10.04208109,288.9,35.3007783,1 015.7,2024
25,17,533.1,15.5,487.4,1.5,45.6,34.6,1 086.6,6.3,196.8,42.1,1 319.6,,,,,15.49033219,485.8,24.70629239,774.8,36.90720775,1 157.4,5.919528116,185.6,5.612643003,176,12.23044317,383.6,3.927867968,123.2,23.27256749,729.8,2024
26,14.1,431.7,12.6,386.5,1.5,45.2,35.8,1 093.9,4.5,138.2,45.6,1 394.6,,,,,13.73651615,420.1,24.11887204,737.6,31.43264361,961.3,7.289379577,222.9,6.789507259,207.6,14.23060109,435.2,3.31073859,101.3,18.63283221,569.9,2024
27,34.8,881.5,28.3,717.3,6.5,164.2,39.4,997.5,4.5,113.4,21.3,540.4,,,,,17.90075762,453.4,35.07504909,888.4,54.83781051,1 388.9,9.801686586,248.3,33.7789782,855.6,32.65718023,827.1,9.99960913,253.3,39.28077482,994.9,2024
28,20.2,720.4,18.7,668.1,1.5,52.4,32,1 145.6,6.8,241.8,41,1 467.0,,,,,15.1794918,542.6,25.12345297,898.1,37.93444915,1 356.1,4.296412458,153.6,4.842310557,173.1,9.745798627,348.4,5.006205867,179,26.91617506,962.2,2024
29,40.8,598.7,36.5,534.8,4.4,63.9,29,425,9.6,141.1,20.6,302.4,,,,,14.31191623,210,39.27020344,576.2,58.71633669,861.5,5.808846382,85.2,6.193326499,90.9,20.81515783,305.4,12.03284405,176.5,50.4211492,739.8,2024
30,44.5,3 601.9,35.7,2 888.0,8.8,713.9,29.5,2 389.6,5.7,460.6,20.3,1 641.8,,,,,26.31082859,2 129.6,40.72476016,3 296.2,60.15155952,4 868.6,11.74626414,950.7,28.4671201,2 304.1,14.15244908,1 145.5,14.60225974,1 181.9,50.19233121,4 062.5,2024
31,26.6,633.6,23.1,548.3,3.6,85.3,36.6,869.5,5.3,126.4,31.5,749,,,,,19.65341517,467.5,26.05595994,619.7,42.34493423,1 007.2,10.55112774,251,29.64352247,705.1,14.65279083,348.5,6.518919514,155.1,31.95352746,760,2024
32,36.4,605.3,32.9,546.8,3.5,58.6,29.1,482.8,8.4,139.5,26.1,434.1,,,,,18.77697487,312,33.78071795,561.3,52.9335657,879.6,3.107841698,51.6,5.470436869,90.9,11.27967687,187.4,13.01852525,216.3,44.82431583,744.9,2024